date,app,campaign_id,campaign,impressions,clicks,installs,installs_ct,conversions,cost,revenue,af_complete_registration,af_purchase,channel
2023-01-14,ANDROID,ipiJcMSJAyLrHZQl,App_Install,184934.0,732.0,57.0,17.0,79.0,58224.825855719995,69500.0,15.0,7.0,moloco
2023-01-14,ANDROID,ipiJcMSJAyLrHZQl,App_Install,22497.0,57.0,9.0,4.0,13.0,7139.129738219999,,4.0,,moloco
2023-01-14,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,5.0,,62000.0,,5.0,moloco
2023-01-14,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,6.0,,8000.0,,6.0,moloco
2023-01-14,ANDROID,ipiJcMSJAyLrHZQl,App_Install,84593.0,60.0,20.0,2.0,32.0,22571.46843486,126200.0,5.0,7.0,moloco
2023-01-14,ANDROID,ipiJcMSJAyLrHZQl,App_Install,34510.0,68.0,11.0,,15.0,13159.408278000003,6600.0,3.0,1.0,moloco
2023-01-14,ANDROID,ipiJcMSJAyLrHZQl,App_Install,50589.0,106.0,15.0,5.0,76.0,14975.138805420003,687100.0,8.0,53.0,moloco
2023-01-14,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,13.0,,158700.0,1.0,12.0,moloco
2023-01-14,ANDROID,ipiJcMSJAyLrHZQl,App_Install,211564.0,940.0,139.0,15.0,200.0,101194.70422745997,318100.0,38.0,23.0,moloco
2023-01-14,ANDROID,ipiJcMSJAyLrHZQl,App_Install,86868.0,214.0,24.0,4.0,44.0,26202.166047479994,68500.0,12.0,8.0,moloco
2023-01-14,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,1.0,,13000.0,,1.0,moloco
2023-01-14,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,3.0,,35500.0,,3.0,moloco
2023-01-14,ANDROID,ipiJcMSJAyLrHZQl,App_Install,24411.0,122.0,15.0,3.0,52.0,12310.19733438,343300.0,8.0,29.0,moloco
2023-01-14,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,2.0,,22100.0,,2.0,moloco
2023-01-14,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,25.0,,251100.0,1.0,24.0,moloco
2023-01-14,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,4.0,,63300.0,,4.0,moloco
2023-01-14,ANDROID,ipiJcMSJAyLrHZQl,App_Install,11161.0,170.0,3.0,2.0,7.0,7600.3256361,32400.0,1.0,3.0,moloco
2023-01-14,ANDROID,ipiJcMSJAyLrHZQl,App_Install,2242950.0,1242.0,613.0,78.0,878.0,580690.26332958,1496800.0,172.0,93.0,moloco
2023-01-14,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,5.0,,56100.0,,5.0,moloco
2023-01-14,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,8.0,,121500.0,,8.0,moloco
2023-01-14,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,1.0,,33300.0,,1.0,moloco
2023-01-14,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,2.0,,59100.0,,2.0,moloco
2023-01-14,ANDROID,ipiJcMSJAyLrHZQl,App_Install,85108.0,50.0,19.0,2.0,50.0,22714.026169139997,257000.0,6.0,25.0,moloco
2023-01-14,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,6.0,,94000.0,,6.0,moloco
2023-01-14,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,4.0,,98400.0,,4.0,moloco
2023-01-14,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,1.0,,21100.0,,1.0,moloco
2023-01-14,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,1.0,,28000.0,,1.0,moloco
2023-01-15,ANDROID,ipiJcMSJAyLrHZQl,App_Install,749368.0,1217.0,87.0,5.0,139.0,220634.9407902599,252100.0,31.0,21.0,moloco
2023-01-15,ANDROID,ipiJcMSJAyLrHZQl,App_Install,424623.0,1306.0,97.0,20.0,163.0,193555.17400998005,425100.0,40.0,26.0,moloco
2023-01-15,ANDROID,ipiJcMSJAyLrHZQl,App_Install,21393.0,101.0,13.0,1.0,37.0,10839.069504959998,343800.0,2.0,22.0,moloco
2023-01-15,ANDROID,ipiJcMSJAyLrHZQl,App_Install,84323.0,204.0,28.0,8.0,53.0,27269.232634140004,245300.0,12.0,13.0,moloco
2023-01-15,ANDROID,ipiJcMSJAyLrHZQl,App_Install,30100.0,55.0,5.0,,6.0,11613.554508419998,3200.0,,1.0,moloco
2023-01-15,ANDROID,ipiJcMSJAyLrHZQl,App_Install,14830.0,27.0,6.0,1.0,10.0,5569.349644559998,,4.0,,moloco
2023-01-15,ANDROID,ipiJcMSJAyLrHZQl,App_Install,1172241.0,2066.0,260.0,11.0,387.0,362708.2777333199,544900.0,83.0,44.0,moloco
2023-01-15,ANDROID,ipiJcMSJAyLrHZQl,App_Install,28916.0,59.0,4.0,2.0,9.0,9740.62518486,42900.0,1.0,4.0,moloco
2023-01-15,ANDROID,ipiJcMSJAyLrHZQl,App_Install,550215.0,2024.0,232.0,34.0,346.0,262416.23727702006,618800.0,76.0,38.0,moloco
2023-01-15,ANDROID,ipiJcMSJAyLrHZQl,App_Install,2971751.0,1567.0,459.0,102.0,717.0,833552.75623614,1604600.0,158.0,100.0,moloco
2023-01-15,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,19.0,,249900.0,,19.0,moloco
2023-01-15,ANDROID,ipiJcMSJAyLrHZQl,App_Install,51177.0,93.0,8.0,,83.0,15614.618109420004,1071600.0,3.0,72.0,moloco
2023-01-15,ANDROID,ipiJcMSJAyLrHZQl,App_Install,176814.0,350.0,39.0,9.0,53.0,62109.54442224001,61800.0,10.0,4.0,moloco
2023-01-15,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,5.0,,28500.0,,5.0,moloco
2023-01-15,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,1.0,,17200.0,,1.0,moloco
2023-01-15,ANDROID,ipiJcMSJAyLrHZQl,App_Install,51117.0,94.0,11.0,,54.0,15429.13667298,416600.0,7.0,36.0,moloco
2023-01-15,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,9.0,,73600.0,1.0,8.0,moloco
2023-01-15,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,18.0,,189800.0,2.0,16.0,moloco
2023-01-15,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,3.0,,43600.0,,3.0,moloco
2023-01-15,ANDROID,ipiJcMSJAyLrHZQl,App_Install,111416.0,56.0,27.0,7.0,67.0,31905.10049658,538200.0,11.0,29.0,moloco
2023-01-15,ANDROID,ipiJcMSJAyLrHZQl,App_Install,111522.0,79.0,23.0,6.0,39.0,31897.217468759995,131400.0,7.0,9.0,moloco
2023-01-15,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,1.0,,6600.0,,1.0,moloco
2023-01-15,ANDROID,ipiJcMSJAyLrHZQl,App_Install,10837.0,129.0,2.0,,5.0,7720.367406300003,42400.0,1.0,2.0,moloco
2023-01-15,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,1.0,,9800.0,,1.0,moloco
2023-01-15,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,11.0,,118400.0,1.0,10.0,moloco
2023-01-15,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,1.0,1.0,6.0,,56000.0,,5.0,moloco
2023-01-15,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,4.0,,66600.0,,4.0,moloco
2023-01-15,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,1.0,,17100.0,,1.0,moloco
2023-01-15,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,6.0,,94300.0,1.0,5.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,866187.0,1009.0,170.0,11.0,271.0,182025.0630121199,630500.0,64.0,37.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,217568.0,476.0,92.0,13.0,148.0,75438.27370602,412400.0,29.0,27.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,27253.0,41.0,10.0,1.0,76.0,6026.590481759999,785700.0,2.0,64.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,42324.0,97.0,5.0,1.0,7.0,11404.573492200001,,2.0,,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,218182.0,492.0,94.0,11.0,161.0,75315.04703796002,407400.0,39.0,28.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,15722.0,25.0,,,,2900.64914736,,,,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,3364.0,16.0,,,1.0,1404.9234555,18700.0,,1.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,26984.0,32.0,9.0,2.0,62.0,5964.83259894,562200.0,8.0,45.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,12222.0,25.0,6.0,2.0,9.0,3129.64761006,,3.0,,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,13.0,,197200.0,5.0,8.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,7943.0,23.0,,,,1270.8123741599998,,,,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,51296.0,30.0,10.0,1.0,20.0,12319.61861232,106400.0,4.0,6.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,26.0,,404600.0,,26.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,108347.0,105.0,36.0,7.0,64.0,22819.104528959993,126900.0,21.0,7.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,180135.0,264.0,100.0,4.0,170.0,48543.48996828,497800.0,39.0,31.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,39623.0,74.0,15.0,5.0,32.0,9336.86370846,194200.0,4.0,13.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,55342.0,78.0,4.0,,7.0,10550.56526424,13600.0,2.0,1.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,10202.0,20.0,5.0,2.0,33.0,3816.190516860001,327800.0,5.0,23.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,6.0,,30200.0,1.0,5.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,1205730.0,244.0,83.0,4.0,133.0,216471.51230394,289700.0,28.0,22.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,1428460.0,241.0,105.0,1.0,156.0,255709.03408379995,293400.0,31.0,20.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,1387279.0,659.0,273.0,50.0,421.0,332477.61595907994,1144700.0,77.0,71.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,3.0,,36700.0,1.0,2.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,7669.0,11.0,4.0,,7.0,2183.2537999800006,13300.0,2.0,1.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,1.0,,2200.0,,1.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,3.0,,45000.0,,3.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,5.0,,61000.0,,5.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,2.0,,16600.0,,2.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,51780.0,39.0,14.0,4.0,48.0,12545.39544294,311700.0,6.0,28.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,21.0,,292000.0,1.0,20.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,1.0,,4400.0,,1.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,1.0,,14800.0,,1.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,2.0,,7600.0,1.0,1.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,1.0,,13600.0,,1.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,11983.0,9.0,5.0,,5.0,3557.4848479800003,,,,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,2.0,,12800.0,,2.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,3.0,,22300.0,,3.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,241485.0,49.0,7.0,1.0,12.0,42052.90134545999,13900.0,4.0,1.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,30146.0,1227.0,11.0,11.0,16.0,31351.9949496,,5.0,,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,1.0,,5100.0,,1.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,1.0,,16700.0,,1.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,2.0,,26200.0,,2.0,moloco
2023-01-16,ANDROID,ipiJcMSJAyLrHZQl,App_Install,16174.0,35.0,1.0,,1.0,2224.35462564,,,,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,726188.0,886.0,163.0,9.0,281.0,165938.69179920002,785800.0,63.0,55.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,61754.0,3944.0,36.0,29.0,47.0,94426.83923436001,21100.0,10.0,1.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,32667.0,27.0,6.0,,41.0,7741.820538540001,449100.0,4.0,31.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,20809.0,39.0,5.0,,9.0,6617.4391087799995,15700.0,3.0,1.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,866551.0,444.0,125.0,23.0,211.0,202892.26276194004,523000.0,40.0,46.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,259009.0,552.0,78.0,5.0,144.0,96781.22774100002,449700.0,37.0,29.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,10176.0,24.0,3.0,1.0,32.0,4132.58757564,438400.0,,29.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,18.0,,223500.0,1.0,17.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,27050.0,29.0,3.0,1.0,80.0,6177.541776239999,856200.0,6.0,71.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,26883.0,32.0,1.0,,60.0,6193.731181380001,706400.0,2.0,57.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,261190.0,617.0,59.0,11.0,124.0,97651.79003081999,464600.0,23.0,42.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,1260278.0,248.0,115.0,9.0,166.0,218025.91515420005,213500.0,37.0,14.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,1356358.0,221.0,133.0,5.0,191.0,235218.54829614,341900.0,37.0,21.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,7.0,,97900.0,,7.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,4.0,,27000.0,,4.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,3.0,,27000.0,,3.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,524453.0,587.0,44.0,4.0,88.0,122537.03319834001,336200.0,20.0,24.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,10472.0,17.0,1.0,1.0,5.0,2444.5217797200003,24400.0,1.0,3.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,13.0,,238800.0,,13.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,23.0,,298600.0,,23.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,18560.0,36.0,4.0,1.0,6.0,6498.20990604,,2.0,,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,38469.0,47.0,11.0,,18.0,8635.365562260004,14200.0,6.0,1.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,7.0,,227000.0,,7.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,10063.0,9.0,4.0,1.0,8.0,3174.5640887999994,3200.0,3.0,1.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,2.0,,24500.0,,2.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,27904.0,49.0,4.0,1.0,10.0,5988.4044355199985,50900.0,1.0,5.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,238709.0,44.0,26.0,,35.0,41754.736763880006,60800.0,3.0,6.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,3.0,,47500.0,,3.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,32550.0,16.0,5.0,2.0,14.0,7721.96562156,73800.0,4.0,5.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,3.0,,32200.0,1.0,2.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,91505.0,78.0,21.0,5.0,31.0,17987.324404859995,33800.0,8.0,2.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,7076.0,13.0,1.0,,6.0,2178.288014880001,44800.0,1.0,4.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,3.0,,44400.0,,3.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,2.0,,32000.0,,2.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,25950.0,17.0,3.0,,5.0,5484.018225,14300.0,1.0,1.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,1.0,,15500.0,,1.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,5.0,,60700.0,,5.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,16.0,,273400.0,,16.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,2.0,,7800.0,,2.0,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,31322.0,47.0,1.0,,2.0,6659.77543464,,1.0,,moloco
2023-01-17,ANDROID,ipiJcMSJAyLrHZQl,App_Install,,,,,1.0,,,1.0,,moloco
